     index            Field [G]         Intensity []
       940       3354.557771261              -419980
       941     3354.57732160313              -416008
       942     3354.59687194526              -412854
       943     3354.61642228739              -408624
       944     3354.63597262952              -404132
       945     3354.65552297165              -400792
       946     3354.67507331378              -398813
       947     3354.69462365591              -400422
       948     3354.71417399804              -394134
       949     3354.73372434018              -391888
       950     3354.75327468231              -384740
       951     3354.77282502444              -381821
       952     3354.79237536657              -380890
       953      3354.8119257087              -379013
       954     3354.83147605083              -376241
       955     3354.85102639296              -371459
       956     3354.87057673509              -370372
       957     3354.89012707722              -370628
       958     3354.90967741935              -363379
       959     3354.92922776149              -359977
       960     3354.94877810362              -357285
       961     3354.96832844575              -356992
       962     3354.98787878788              -352744
       963     3355.00742913001              -351177
       964     3355.02697947214              -349538
       965     3355.04652981427              -344895
       966      3355.0660801564              -342787
       967     3355.08563049853              -339296
       968     3355.10518084066              -337491
       969      3355.1247311828              -335602
       970     3355.14428152493              -334926
       971     3355.16383186706              -332125
       972     3355.18338220919              -327754
       973     3355.20293255132              -324067
       974     3355.22248289345              -324754
       975     3355.24203323558              -321490
       976     3355.26158357771              -319181
       977     3355.28113391984              -316913
       978     3355.30068426197              -313968
       979     3355.32023460411              -313255
       980     3355.33978494624              -309420
       981     3355.35933528837              -307106
       982      3355.3788856305              -306123
       983     3355.39843597263              -305305
       984     3355.41798631476              -302397
       985     3355.43753665689              -298201
       986     3355.45708699902              -295193
       987     3355.47663734115              -296175
       988     3355.49618768328              -293059
       989     3355.51573802542              -290978
       990     3355.53528836755              -289782
       991     3355.55483870968              -287022
       992     3355.57438905181              -284736
       993     3355.59393939394              -282973
       994     3355.61348973607              -280257
       995      3355.6330400782              -278493
       996     3355.65259042033              -279593
       997     3355.67214076246              -275637
       998     3355.69169110459              -273578
       999     3355.71124144673              -271497
      1000     3355.73079178886              -268739
      1001     3355.75034213099              -267873
      1002     3355.76989247312              -266685
      1003     3355.78944281525              -263835
      1004     3355.80899315738              -262418
      1005     3355.82854349951              -262313
      1006     3355.84809384164              -259672
      1007     3355.86764418377              -256310
      1008      3355.8871945259              -254996
      1009     3355.90674486803              -254125
      1010     3355.92629521017              -250483
      1011      3355.9458455523              -251765
      1012     3355.96539589443              -249166
      1013     3355.98494623656              -246987
      1014     3356.00449657869              -245763
      1015     3356.02404692082              -243764
      1016     3356.04359726295              -242448
      1017     3356.06314760508              -240615
      1018     3356.08269794721              -240103
      1019     3356.10224828934              -238822
      1020     3356.12179863148              -237085
      1021     3356.14134897361              -234327
      1022     3356.16089931574              -232152
      1023     3356.18044965787              -231594
      1024               3356.2              -229573
